               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11055,            0.039953,            0.028122,           0.0016205,              0.1035,          0.00088979,          0.00024192,             0.10679,            0.041872,             0.02238,            0.070769,           0.0032479,           0.0032479
                   1,            0.085696,            0.043619,            0.018755,            0.019882,            0.036328,           0.0083836,           0.0023747,            0.094545,            0.045022,            0.010009,            0.040726,           0.0065378,           0.0065378
                   2,            0.072382,            0.041315,            0.013342,             0.13777,             0.11751,            0.058391,            0.015048,             0.10344,            0.047166,            0.010809,            0.010638,           0.0097837,           0.0097837
                   3,            0.071464,            0.039219,             0.00971,             0.33615,             0.22219,             0.21823,            0.058223,             0.08593,            0.046061,           0.0061594,            0.009802,            0.009802,            0.009802
                   4,            0.068367,            0.037683,           0.0067918,             0.28118,             0.22732,             0.12908,            0.036145,            0.090836,            0.035869,           0.0046399,            0.009802,            0.009802,            0.009802
                   5,            0.064459,            0.038085,           0.0050947,              0.3142,              0.4262,             0.25596,            0.078488,            0.078065,             0.04534,           0.0062869,            0.009736,            0.009736,            0.009736
                   6,            0.061648,            0.036145,           0.0048507,             0.46733,             0.20311,             0.19232,             0.05842,             0.08501,            0.043172,            0.004848,             0.00967,             0.00967,             0.00967
                   7,            0.060144,            0.036067,           0.0040375,             0.10093,             0.11349,            0.051174,            0.014881,            0.084678,            0.051651,           0.0060312,            0.009604,            0.009604,            0.009604
                   8,            0.055589,             0.03457,           0.0035691,             0.40102,             0.17634,             0.19715,            0.069054,            0.083492,            0.046479,            0.006981,            0.009538,            0.009538,            0.009538
                   9,            0.055993,            0.037428,           0.0032233,             0.57468,             0.60663,              0.5939,             0.24232,            0.065044,            0.036855,           0.0014856,            0.009472,            0.009472,            0.009472
                  10,            0.054489,            0.034615,           0.0033659,             0.60655,             0.44576,             0.45713,             0.20589,            0.075876,            0.044951,           0.0043234,            0.009406,            0.009406,            0.009406
                  11,            0.053888,            0.034637,           0.0025463,             0.54338,             0.64302,             0.56511,             0.23882,            0.069665,            0.038431,           0.0010284,             0.00934,             0.00934,             0.00934
                  12,            0.054887,            0.037184,           0.0024622,             0.56021,             0.56393,             0.49284,             0.17727,            0.068275,            0.036569,          0.00098202,            0.009274,            0.009274,            0.009274
                  13,            0.052186,            0.033356,           0.0023519,             0.66957,             0.71096,              0.6898,             0.34818,            0.057594,            0.036312,          0.00095032,            0.009208,            0.009208,            0.009208
                  14,            0.050068,            0.032117,           0.0022828,             0.63111,             0.67254,             0.65753,             0.29122,            0.059507,            0.038018,           0.0012542,            0.009142,            0.009142,            0.009142
                  15,            0.050547,            0.034826,           0.0019074,             0.66879,             0.51477,             0.54477,             0.21684,             0.06669,            0.041073,           0.0012797,            0.009076,            0.009076,            0.009076
                  16,            0.049477,            0.034501,           0.0021573,             0.77844,             0.68203,             0.73179,             0.34662,            0.055259,             0.03554,           0.0014058,             0.00901,             0.00901,             0.00901
                  17,             0.04745,            0.033667,            0.002431,              0.6949,              0.6047,              0.6339,             0.25963,            0.059436,            0.041391,           0.0010247,            0.008944,            0.008944,            0.008944
                  18,            0.047918,             0.03227,           0.0018146,             0.65801,             0.53528,             0.56196,             0.24515,            0.067972,            0.039147,           0.0012925,            0.008878,            0.008878,            0.008878
                  19,            0.047989,            0.031366,           0.0019522,             0.63846,              0.7523,             0.65734,              0.3274,            0.056074,            0.035031,           0.0023651,            0.008812,            0.008812,            0.008812
                  20,            0.046487,            0.033062,           0.0021031,             0.80008,              0.7693,             0.78534,             0.41984,            0.052022,            0.033895,           0.0010056,            0.008746,            0.008746,            0.008746
                  21,            0.045592,            0.031913,            0.001495,             0.78872,             0.75259,             0.79953,             0.42011,             0.05331,            0.033255,          0.00075735,             0.00868,             0.00868,             0.00868
                  22,            0.045702,            0.033426,            0.001501,             0.84228,             0.73879,             0.82748,             0.46644,            0.049592,            0.032841,          0.00090865,            0.008614,            0.008614,            0.008614
                  23,            0.045455,            0.032806,           0.0013284,             0.80138,             0.70001,             0.71883,             0.38774,            0.055187,            0.036204,          0.00067226,            0.008548,            0.008548,            0.008548
                  24,            0.044832,            0.029491,           0.0014982,             0.86482,             0.79031,             0.83838,             0.43013,            0.050767,            0.032009,          0.00092262,            0.008482,            0.008482,            0.008482
                  25,            0.044718,            0.030289,           0.0013536,             0.81614,             0.75313,             0.76659,             0.42303,            0.052152,            0.036403,          0.00081224,            0.008416,            0.008416,            0.008416
                  26,            0.043306,            0.029157,           0.0011151,             0.75723,             0.79038,             0.77594,              0.4207,            0.051905,            0.032313,          0.00071492,             0.00835,             0.00835,             0.00835
                  27,            0.044832,            0.031656,           0.0012167,             0.77352,             0.73301,             0.76312,             0.38288,            0.053877,             0.03429,          0.00091459,            0.008284,            0.008284,            0.008284
                  28,            0.042513,            0.029794,           0.0012042,             0.83571,             0.76755,             0.79903,             0.45315,             0.04904,            0.033655,           0.0010264,            0.008218,            0.008218,            0.008218
                  29,            0.042025,            0.027913,           0.0014429,             0.77811,              0.6844,             0.75122,             0.42025,            0.052123,            0.036301,           0.0009865,            0.008152,            0.008152,            0.008152
                  30,            0.043017,            0.030872,           0.0012146,             0.84909,             0.78515,             0.82779,             0.48457,            0.048286,            0.032363,          0.00062239,            0.008086,            0.008086,            0.008086
                  31,            0.040905,            0.030371,            0.001175,             0.81522,             0.77904,              0.8093,             0.45776,            0.048978,            0.031919,          0.00086189,             0.00802,             0.00802,             0.00802
                  32,            0.041198,            0.026494,           0.0012576,             0.72035,             0.73588,              0.7433,             0.40737,            0.052219,            0.033252,           0.0018586,            0.007954,            0.007954,            0.007954
