               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.015276,            0.011132,           0.0042253,             0.79323,             0.85048,             0.85719,             0.67206,            0.012342,           0.0088777,            0.018088,            0.070263,           0.0033041,           0.0033041
                   1,             0.02147,            0.011947,           0.0050443,             0.77756,             0.83328,             0.85717,             0.60448,            0.013939,           0.0090759,            0.014338,            0.040044,           0.0064184,           0.0064184
                   2,            0.024702,             0.01263,           0.0073852,             0.70021,             0.77695,             0.78238,              0.5462,            0.017151,           0.0098605,            0.018781,           0.0096051,           0.0093127,           0.0093127
                   3,             0.02643,            0.013192,           0.0087469,             0.64242,             0.55968,             0.59397,             0.32385,            0.020298,             0.01857,            0.031324,             0.00901,             0.00901,             0.00901
                   4,            0.026534,            0.013936,           0.0097919,             0.73812,             0.82031,             0.80378,             0.54222,            0.015359,            0.009396,            0.015109,             0.00901,             0.00901,             0.00901
                   5,            0.025308,            0.014112,           0.0094874,             0.82099,             0.71975,              0.7953,             0.58827,            0.016215,           0.0098934,            0.023176,             0.00868,             0.00868,             0.00868
                   6,            0.025437,            0.013617,            0.008427,             0.72258,             0.89169,             0.83676,             0.61524,            0.015506,           0.0087245,            0.014186,             0.00835,             0.00835,             0.00835
                   7,            0.025385,            0.013875,           0.0081417,             0.70549,             0.82202,             0.81101,             0.61046,             0.01479,           0.0092197,            0.017591,             0.00802,             0.00802,             0.00802
                   8,            0.024268,            0.013429,           0.0082586,             0.75864,             0.77562,             0.81973,              0.5808,            0.014737,            0.012051,            0.020236,             0.00769,             0.00769,             0.00769
                   9,            0.023488,            0.013252,           0.0076851,             0.79727,              0.7664,             0.82038,             0.62746,            0.013193,            0.011538,            0.014728,             0.00736,             0.00736,             0.00736
                  10,            0.022508,            0.013121,           0.0073699,             0.69409,              0.8492,             0.83024,             0.63483,            0.014646,           0.0086051,            0.014978,             0.00703,             0.00703,             0.00703
                  11,            0.021411,            0.012604,           0.0078819,             0.83818,             0.73825,             0.81279,             0.59575,            0.015587,           0.0098943,            0.022546,              0.0067,              0.0067,              0.0067
                  12,            0.021291,            0.013032,           0.0069897,             0.79614,             0.86521,             0.87451,             0.66415,            0.014072,           0.0093642,            0.011076,             0.00637,             0.00637,             0.00637
                  13,            0.020709,            0.012631,           0.0064442,             0.72149,             0.70964,             0.72074,             0.52581,            0.014027,             0.02059,            0.019813,             0.00604,             0.00604,             0.00604
                  14,            0.020197,            0.012435,           0.0059629,             0.87663,             0.89836,             0.88935,             0.67952,            0.012747,           0.0093827,           0.0075962,             0.00571,             0.00571,             0.00571
                  15,             0.01999,            0.012343,           0.0056595,             0.77466,             0.75963,             0.79396,             0.59526,            0.012761,             0.01374,            0.015323,             0.00538,             0.00538,             0.00538
                  16,            0.019323,            0.012084,           0.0051029,             0.81915,             0.82313,             0.83282,             0.65328,            0.011242,           0.0088096,            0.017089,             0.00505,             0.00505,             0.00505
                  17,            0.019211,            0.012061,            0.004901,             0.80881,             0.86544,             0.89355,             0.71575,            0.010791,           0.0099531,            0.014629,             0.00472,             0.00472,             0.00472
                  18,            0.018042,            0.011961,           0.0045627,             0.74789,              0.7977,             0.87288,             0.70354,            0.010914,           0.0087323,            0.016213,             0.00439,             0.00439,             0.00439
                  19,             0.01694,            0.011709,             0.00484,              0.8008,             0.91428,             0.89681,             0.70124,            0.011979,           0.0093821,            0.011846,             0.00406,             0.00406,             0.00406
                  20,            0.016767,            0.011614,           0.0040564,             0.77822,             0.85043,             0.83684,             0.67048,            0.010573,            0.011211,            0.014441,             0.00373,             0.00373,             0.00373
                  21,            0.016372,            0.011441,           0.0045213,             0.80448,             0.81493,               0.853,             0.67956,            0.010555,             0.01046,            0.015586,              0.0034,              0.0034,              0.0034
                  22,            0.016082,            0.011188,           0.0038077,             0.86061,             0.92017,              0.9019,             0.72869,            0.011411,           0.0099422,           0.0064416,             0.00307,             0.00307,             0.00307
                  23,             0.01563,            0.010996,           0.0039891,             0.83642,             0.88382,             0.91533,             0.74405,            0.010489,           0.0087354,            0.010048,             0.00274,             0.00274,             0.00274
                  24,            0.014875,            0.010898,           0.0036333,             0.86563,             0.88022,             0.89225,             0.73277,            0.010305,           0.0092117,            0.012007,             0.00241,             0.00241,             0.00241
                  25,            0.014287,            0.010893,           0.0031194,             0.84687,             0.89498,             0.90843,             0.76013,           0.0096237,           0.0085746,            0.010842,             0.00208,             0.00208,             0.00208
                  26,            0.013957,            0.010825,           0.0033814,             0.86361,             0.89492,             0.89982,             0.73826,            0.010349,           0.0094567,            0.010261,             0.00175,             0.00175,             0.00175
                  27,            0.012847,             0.01045,           0.0028961,             0.86037,             0.89593,             0.91217,             0.76406,           0.0094479,           0.0089248,           0.0089248,             0.00142,             0.00142,             0.00142
                  28,            0.012804,            0.010231,           0.0027034,             0.86032,             0.90867,             0.91525,             0.75884,           0.0096201,           0.0089414,            0.008744,             0.00109,             0.00109,             0.00109
                  29,            0.012781,            0.010437,             0.00294,             0.86457,             0.91902,             0.91241,             0.75905,           0.0094877,           0.0097285,           0.0074557,             0.00076,             0.00076,             0.00076
