               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.026839,            0.020347,          0.00028304,             0.87059,             0.82232,             0.84268,             0.58009,            0.044365,            0.036698,          9.2627e-05,            0.070769,           0.0032479,           0.0032479
                   1,            0.029819,            0.020552,          0.00017497,             0.82242,             0.77053,             0.79898,             0.53588,            0.047128,            0.043302,          0.00010006,            0.040726,           0.0065378,           0.0065378
                   2,            0.032444,            0.021259,          0.00027612,              0.8009,             0.79128,             0.78872,             0.51993,            0.050477,            0.036597,          0.00019999,            0.010638,           0.0097837,           0.0097837
                   3,            0.036075,            0.021848,          0.00051991,             0.74879,             0.73783,             0.73499,             0.49422,            0.053179,            0.038101,          0.00038993,            0.009802,            0.009802,            0.009802
                   4,            0.034125,             0.02178,          0.00070511,             0.81995,             0.71491,             0.73905,             0.50329,            0.051581,            0.043032,          0.00072278,            0.009802,            0.009802,            0.009802
                   5,            0.033887,            0.022727,          0.00055732,             0.83676,             0.81016,             0.81644,             0.52994,            0.050326,             0.03416,           0.0003194,            0.009736,            0.009736,            0.009736
                   6,            0.034449,            0.022295,          0.00065954,             0.81036,             0.79031,             0.79875,             0.48729,            0.049334,            0.036352,          0.00053567,             0.00967,             0.00967,             0.00967
                   7,            0.034415,            0.023695,          0.00096634,             0.84507,             0.77283,             0.80747,              0.4561,            0.050139,            0.036795,          0.00069305,            0.009604,            0.009604,            0.009604
                   8,             0.03303,            0.022494,          0.00082516,             0.82279,             0.80221,              0.8229,             0.49496,            0.048153,            0.033753,            0.000638,            0.009538,            0.009538,            0.009538
                   9,            0.034629,            0.025224,          0.00063609,             0.79199,              0.7832,              0.7851,              0.4775,            0.048968,            0.034473,          0.00034919,            0.009472,            0.009472,            0.009472
                  10,            0.035449,            0.024125,          0.00086805,             0.80711,             0.78736,             0.80583,             0.48104,            0.050083,            0.034991,          0.00046762,            0.009406,            0.009406,            0.009406
                  11,             0.03539,            0.024222,          0.00067704,             0.79121,             0.76454,             0.75767,             0.44743,            0.053078,            0.034735,          0.00061924,             0.00934,             0.00934,             0.00934
                  12,             0.03706,             0.02653,          0.00065555,              0.8547,             0.81734,              0.8451,             0.52572,            0.048727,            0.032931,           0.0004029,            0.009274,            0.009274,            0.009274
                  13,            0.033811,            0.023788,          0.00058946,             0.84796,             0.75431,             0.78954,             0.49897,            0.051629,            0.033009,          0.00055538,            0.009208,            0.009208,            0.009208
                  14,            0.032032,             0.02236,          0.00069799,             0.82232,             0.76719,             0.79319,             0.49985,            0.049489,            0.036048,           0.0004333,            0.009142,            0.009142,            0.009142
                  15,             0.03585,            0.025955,          0.00055762,             0.83982,             0.73976,             0.77908,             0.49508,            0.051958,            0.037396,          0.00069441,            0.009076,            0.009076,            0.009076
                  16,            0.034264,            0.025222,          0.00054625,             0.81316,             0.73976,             0.78725,             0.51201,            0.049843,            0.038437,          0.00059948,             0.00901,             0.00901,             0.00901
                  17,            0.033861,            0.024119,          0.00068077,             0.83763,             0.72825,             0.76516,             0.48079,            0.051024,            0.045621,          0.00047667,            0.008944,            0.008944,            0.008944
                  18,            0.032695,            0.023536,          0.00058455,             0.80286,             0.76502,             0.78322,             0.51068,            0.050251,            0.035194,          0.00044238,            0.008878,            0.008878,            0.008878
                  19,            0.033409,             0.02343,          0.00058669,             0.85003,             0.79113,             0.81556,             0.51971,            0.048831,            0.034711,          0.00037283,            0.008812,            0.008812,            0.008812
                  20,            0.034331,             0.02456,          0.00095124,             0.80143,             0.72589,             0.74858,             0.47315,            0.052867,            0.040039,          0.00047063,            0.008746,            0.008746,            0.008746
                  21,            0.033268,            0.023798,          0.00051111,             0.83401,              0.7105,             0.74497,             0.46028,             0.05096,            0.043392,          0.00056107,             0.00868,             0.00868,             0.00868
                  22,            0.034081,            0.024933,          0.00048614,             0.86082,              0.7997,             0.83046,             0.50053,            0.048913,            0.033911,          0.00045723,            0.008614,            0.008614,            0.008614
                  23,             0.03346,            0.024282,          0.00043577,             0.83879,             0.78436,             0.81817,             0.52187,            0.047347,            0.034852,          0.00043083,            0.008548,            0.008548,            0.008548
                  24,            0.033193,            0.022561,          0.00076856,             0.83711,               0.821,             0.82832,              0.5054,            0.048692,            0.034785,          0.00037076,            0.008482,            0.008482,            0.008482
                  25,            0.033375,             0.02323,          0.00054353,             0.83938,             0.80978,              0.8356,             0.52114,             0.04657,              0.0361,          0.00053376,            0.008416,            0.008416,            0.008416
                  26,            0.030499,            0.021778,          0.00041506,             0.81725,              0.7573,             0.77642,             0.49513,            0.049648,            0.038961,           0.0004454,             0.00835,             0.00835,             0.00835
                  27,            0.033992,            0.024922,          0.00053196,              0.8373,             0.76851,             0.79927,             0.49629,            0.049606,             0.03429,          0.00069598,            0.008284,            0.008284,            0.008284
                  28,            0.032844,            0.022627,          0.00051975,             0.86023,             0.79723,             0.83071,             0.53537,             0.04554,            0.034305,          0.00031804,            0.008218,            0.008218,            0.008218
                  29,            0.030837,            0.021081,          0.00061352,             0.83924,             0.77609,             0.79548,             0.51626,            0.048416,            0.037207,          0.00027569,            0.008152,            0.008152,            0.008152
                  30,            0.032067,            0.023267,          0.00043031,             0.82984,              0.7651,              0.7875,               0.506,            0.048928,            0.037892,           0.0003692,            0.008086,            0.008086,            0.008086
                  31,            0.030422,            0.023193,          0.00043269,             0.79789,             0.74505,             0.75862,             0.49533,            0.051167,            0.042641,          0.00029157,             0.00802,             0.00802,             0.00802
                  32,            0.032022,            0.020165,          0.00061866,             0.83323,              0.7959,             0.80739,             0.52063,            0.049279,            0.035708,          0.00025445,            0.007954,            0.007954,            0.007954
                  33,            0.030498,            0.020235,          0.00040989,             0.85116,             0.79855,             0.82485,             0.52223,            0.047344,            0.036818,          0.00022804,            0.007888,            0.007888,            0.007888
                  34,            0.031346,            0.023187,           0.0006132,               0.873,             0.80845,              0.8375,             0.53533,             0.04672,            0.033406,          0.00022713,            0.007822,            0.007822,            0.007822
                  35,            0.031515,            0.023991,          0.00043926,             0.86795,             0.82644,             0.84641,              0.5261,            0.047978,            0.034716,            0.000253,            0.007756,            0.007756,            0.007756
                  36,            0.031587,             0.02356,          0.00045249,             0.87058,             0.79589,             0.82874,             0.51442,            0.048013,            0.035628,          0.00028193,             0.00769,             0.00769,             0.00769
                  37,            0.030961,             0.02216,          0.00043823,             0.74708,             0.74439,             0.74214,             0.47687,            0.050396,            0.035768,           0.0012686,            0.007624,            0.007624,            0.007624
                  38,            0.029442,            0.019609,          0.00064899,             0.79994,             0.75363,             0.78954,             0.50771,            0.049879,            0.036182,            0.000486,            0.007558,            0.007558,            0.007558
                  39,            0.031119,            0.021674,          0.00045894,             0.85405,             0.76671,             0.81537,             0.50313,            0.047486,             0.03819,           0.0002771,            0.007492,            0.007492,            0.007492
                  40,            0.031182,            0.024224,          0.00044339,             0.81172,              0.7809,             0.80175,             0.49597,            0.048587,            0.038357,          0.00026599,            0.007426,            0.007426,            0.007426
                  41,            0.030008,            0.021844,          0.00041965,             0.89115,             0.82297,             0.86086,             0.54633,            0.045237,             0.03377,          0.00030178,             0.00736,             0.00736,             0.00736
                  42,            0.029973,            0.022732,          0.00037353,             0.85872,             0.81506,             0.83115,             0.54496,            0.045386,            0.035722,          0.00022876,            0.007294,            0.007294,            0.007294
                  43,            0.029989,            0.020954,          0.00039362,             0.83979,             0.79027,              0.8195,             0.52755,            0.047253,            0.036649,          0.00024757,            0.007228,            0.007228,            0.007228
                  44,            0.030749,            0.021229,          0.00044489,             0.84552,             0.78209,             0.83493,             0.54406,            0.046539,            0.035439,          0.00041882,            0.007162,            0.007162,            0.007162
                  45,            0.029213,            0.020178,          0.00047018,             0.85262,              0.7789,              0.8048,             0.48552,            0.049036,            0.038304,          0.00030607,            0.007096,            0.007096,            0.007096
                  46,            0.029132,            0.020169,          0.00031581,             0.88816,             0.81806,             0.84816,             0.55303,            0.044941,            0.035465,          0.00019584,             0.00703,             0.00703,             0.00703
                  47,            0.030447,            0.022843,          0.00040821,             0.88636,             0.81044,             0.84306,             0.55041,            0.046028,            0.036277,          0.00017346,            0.006964,            0.006964,            0.006964
                  48,            0.030018,              0.0207,          0.00051313,             0.89728,             0.79868,             0.83515,             0.53637,             0.04526,            0.036229,          0.00020404,            0.006898,            0.006898,            0.006898
                  49,            0.029141,            0.021703,           0.0003888,             0.87144,              0.8144,             0.83757,             0.54393,            0.045669,            0.035668,          0.00021587,            0.006832,            0.006832,            0.006832
                  50,            0.030799,            0.023239,          0.00047035,             0.88731,             0.82238,             0.86377,             0.56067,            0.044932,            0.034628,          0.00022125,            0.006766,            0.006766,            0.006766
                  51,            0.029276,            0.020937,          0.00035764,             0.86621,             0.83767,               0.851,             0.54046,            0.046293,             0.03456,          0.00029381,              0.0067,              0.0067,              0.0067
                  52,            0.029904,            0.020866,          0.00034273,             0.85868,             0.79227,              0.8302,             0.53546,            0.046746,             0.03563,          0.00043812,            0.006634,            0.006634,            0.006634
                  53,            0.029333,            0.021533,          0.00032247,             0.84582,             0.79181,             0.81607,             0.53179,            0.047679,             0.03448,          0.00047138,            0.006568,            0.006568,            0.006568
                  54,            0.028574,            0.020752,          0.00038957,             0.83122,             0.78751,             0.80397,             0.52411,            0.048538,            0.035775,          0.00021777,            0.006502,            0.006502,            0.006502
                  55,            0.028093,            0.021409,          0.00039474,             0.83489,             0.80706,              0.8208,             0.54251,            0.046629,            0.037685,          0.00020218,            0.006436,            0.006436,            0.006436
                  56,            0.028959,            0.021046,          0.00031685,             0.85774,             0.79673,             0.83603,             0.56319,            0.044997,             0.03686,          0.00029156,             0.00637,             0.00637,             0.00637
                  57,            0.030274,            0.023309,          0.00041817,             0.86359,             0.79065,             0.82842,             0.54752,            0.047276,            0.035943,          0.00020136,            0.006304,            0.006304,            0.006304
                  58,            0.027989,            0.020133,           0.0002874,             0.87413,             0.78071,             0.82078,             0.53646,            0.046568,            0.036079,          0.00022809,            0.006238,            0.006238,            0.006238
                  59,             0.02873,            0.020877,          0.00033179,             0.84235,             0.75892,             0.79934,             0.53259,            0.048524,            0.036214,          0.00029248,            0.006172,            0.006172,            0.006172
                  60,            0.027685,            0.020649,          0.00044947,              0.8229,             0.80449,             0.84365,             0.55665,            0.045718,            0.034921,          0.00066353,            0.006106,            0.006106,            0.006106
                  61,            0.028185,            0.020351,          0.00035454,             0.82006,             0.82166,              0.8349,             0.55163,            0.045357,            0.034761,          0.00047892,             0.00604,             0.00604,             0.00604
                  62,            0.028896,            0.021384,          0.00030247,             0.85572,             0.82181,             0.84812,             0.56154,            0.044239,            0.034696,           0.0002095,            0.005974,            0.005974,            0.005974
                  63,            0.026769,            0.020209,          0.00035629,             0.84804,             0.79392,             0.83012,             0.54642,            0.046264,            0.038346,          0.00023826,            0.005908,            0.005908,            0.005908
