               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.025575,            0.037478,            0.022736,             0.90929,             0.78204,             0.86484,             0.61495,            0.019388,            0.015832,            0.021453,            0.070099,           0.0033224,           0.0033224
                   1,            0.022012,            0.028512,            0.010823,             0.88855,             0.85374,             0.91652,             0.65996,            0.017526,             0.01405,            0.015441,            0.040033,           0.0065898,           0.0065898
                   2,             0.02252,            0.027159,           0.0085233,             0.89962,             0.84806,             0.91502,             0.64907,            0.018057,            0.014395,            0.012687,           0.0099009,           0.0097913,           0.0097913
                   3,             0.02301,            0.026571,           0.0081084,             0.86694,             0.85508,             0.87535,             0.60578,            0.020674,            0.016141,            0.012829,            0.009703,            0.009703,            0.009703
                   4,            0.022356,            0.025864,           0.0070079,             0.85797,             0.87373,             0.91781,             0.66675,            0.017811,            0.014207,            0.010083,            0.009703,            0.009703,            0.009703
                   5,            0.021543,            0.024884,           0.0068353,             0.89009,             0.85169,             0.91856,             0.65599,            0.021711,            0.015124,            0.009962,            0.009604,            0.009604,            0.009604
                   6,            0.021229,            0.024749,           0.0060764,             0.89215,             0.89108,             0.93426,             0.65598,            0.021076,            0.014467,           0.0082475,            0.009505,            0.009505,            0.009505
                   7,            0.020979,            0.024373,           0.0058127,             0.88121,             0.88174,             0.92369,             0.65117,            0.020079,             0.01422,           0.0097098,            0.009406,            0.009406,            0.009406
                   8,            0.020613,            0.024099,           0.0054655,             0.90514,             0.92476,             0.95175,             0.72134,             0.01655,            0.013766,           0.0036266,            0.009307,            0.009307,            0.009307
                   9,            0.020188,             0.02388,           0.0051747,             0.91414,             0.91626,              0.9535,              0.6884,             0.01758,            0.013238,           0.0051752,            0.009208,            0.009208,            0.009208
                  10,            0.020262,            0.023186,           0.0051585,             0.87229,             0.80983,             0.88805,             0.64165,            0.021254,            0.018093,            0.011994,            0.009109,            0.009109,            0.009109
                  11,            0.020204,            0.023048,           0.0053726,             0.88132,             0.90452,             0.92726,             0.68326,            0.019077,              0.0151,           0.0070054,             0.00901,             0.00901,             0.00901
                  12,            0.020005,            0.022905,           0.0049856,             0.91565,             0.90526,              0.9425,             0.71054,            0.017754,            0.013347,           0.0067008,            0.008911,            0.008911,            0.008911
                  13,            0.019389,            0.022505,            0.004651,             0.90268,              0.9129,              0.9437,             0.72424,            0.016808,            0.012778,           0.0065025,            0.008812,            0.008812,            0.008812
                  14,            0.019701,            0.022776,           0.0044973,             0.89291,             0.86386,             0.91516,             0.65818,            0.019706,            0.014896,            0.012067,            0.008713,            0.008713,            0.008713
                  15,            0.019121,            0.022587,            0.004462,             0.91181,             0.88228,             0.93339,             0.69902,            0.018113,            0.014023,           0.0058581,            0.008614,            0.008614,            0.008614
